Date,Journey_ID,Transport_Mode,Origin_Station,Destination_Station,Tap_In_Time,Tap_Out_Time,Journey_Cost,Delay_Minutes,Origin_Borough,Destination_Borough
21/04/2024,TFL-J-463855,Tube,Paddington,Stratford,21/04/2024 08:37,21/04/2024 08:57,2.95,5,Westminster,Newham
23/02/2024,TFL-J-969983,Bus,Paddington,Waterloo,23/02/2024 17:24,23/02/2024 18:15,1.75,18,Westminster,Lambeth
06/05/2024,TFL-J-152043,Bus,Canary Wharf,Waterloo,06/05/2024 08:46,06/05/2024 09:30,1.75,4,Tower Hamlets,Lambeth
27/02/2024,TFL-J-281953,Overground,Paddington,Kings Cross,27/02/2024 23:15,28/02/2024 00:01,4,3,Westminster,Camden
30/11/2024,TFL-J-603790,Tube,Paddington,Stratford,30/11/2024 09:10,30/11/2024 10:00,5.38,18,Westminster,Newham
24/04/2024,TFL-J-722379,Tube,Liverpool Street,Paddington,24/04/2024 11:00,24/04/2024 11:28,5.26,5,City of London,Westminster
29/05/2024,TFL-J-628154,Bus,Kings Cross,Waterloo,29/05/2024 16:26,29/05/2024 17:08,1.75,3,Camden,Lambeth
10/09/2024,TFL-J-563905,Tube,Canary Wharf,Victoria,10/09/2024 08:58,10/09/2024 09:46,3.28,7,Tower Hamlets,Westminster
10/06/2024,TFL-J-808387,Overground,Euston,Kings Cross,10/06/2024 15:42,10/06/2024 16:19,2.9,6,Camden,Camden
31/08/2024,TFL-J-382788,Bus,Victoria,Euston,31/08/2024 23:02,31/08/2024 23:02,1.75,0,Westminster,Camden
03/03/2024,TFL-J-373402,Tube,Victoria,Canary Wharf,03/03/2024 16:00,03/03/2024 17:07,3.25,30,Westminster,Tower Hamlets
09/06/2024,TFL-J-105652,Tube,Euston,Liverpool Street,09/06/2024 21:32,09/06/2024 22:10,4.68,0,Camden,City of London
30/06/2024,TFL-J-672404,Tube,Kings Cross,Euston,30/06/2024 11:25,30/06/2024 11:56,4.81,0,Camden,Camden
26/03/2024,TFL-J-421646,Tube,Victoria,Paddington,26/03/2024 18:13,26/03/2024 18:38,3.25,9,Westminster,Westminster
06/10/2024,TFL-J-412175,Overground,Canary Wharf,Victoria,06/10/2024 08:05,06/10/2024 08:36,3.93,3,Tower Hamlets,Westminster
05/09/2024,TFL-J-740853,Bus,London Bridge,Bank,05/09/2024 17:37,05/09/2024 17:56,1.75,0,Southwark,City of London
16/06/2024,TFL-J-645283,Tube,Stratford,Kings Cross,16/06/2024 12:57,16/06/2024 13:27,3.16,3,Newham,Camden
27/09/2024,TFL-J-898033,Tube,Liverpool Street,Kings Cross,27/09/2024 17:06,27/09/2024 19:17,9.98,97,City of London,Camden
31/07/2024,TFL-J-460866,Tube,Bank,Waterloo,31/07/2024 10:10,31/07/2024 10:39,5.08,0,City of London,Lambeth
29/12/2024,TFL-J-790312,Bus,Bank,Paddington,29/12/2024 18:49,29/12/2024 19:37,1.75,17,City of London,Westminster
03/03/2024,TFL-J-311948,Tube,Waterloo,Liverpool Street,03/03/2024 11:50,03/03/2024 12:23,4.97,0,Lambeth,City of London
03/09/2024,TFL-J-224653,Overground,Liverpool Street,Bank,03/09/2024 18:00,03/09/2024 18:43,4.98,5,City of London,City of London
14/08/2024,TFL-J-293521,Tube,Bank,Waterloo,14/08/2024 08:52,14/08/2024 09:49,5.06,20,City of London,Lambeth
25/05/2024,TFL-J-289180,Bus,Kings Cross,Victoria,25/05/2024 17:01,25/05/2024 17:52,1.75,26,Camden,Westminster
08/05/2024,TFL-J-847021,Tube,Victoria,Waterloo,08/05/2024 08:57,08/05/2024 08:57,4.41,50,Westminster,Lambeth
29/11/2024,TFL-J-146643,Tube,Kings Cross,Paddington,29/11/2024 11:47,29/11/2024 12:32,4.17,0,Camden,Westminster
30/05/2024,TFL-J-428622,Bus,Stratford,Canary Wharf,30/05/2024 08:58,30/05/2024 09:45,1.75,3,Newham,Tower Hamlets
12/06/2024,TFL-J-995244,Tube,London Bridge,Euston,12/06/2024 20:15,12/06/2024 20:58,5.05,2,Southwark,Camden
10/11/2024,TFL-J-248488,Tube,Victoria,Bank,10/11/2024 09:01,10/11/2024 09:26,3.2,7,Westminster,City of London
31/08/2024,TFL-J-345233,Bus,Euston,Canary Wharf,31/08/2024 17:14,31/08/2024 17:40,1.75,10,Camden,Tower Hamlets
05/05/2024,TFL-J-318214,Tube,Waterloo,Bank,05/05/2024 19:52,05/05/2024 20:34,3.52,0,Lambeth,City of London
07/11/2024,TFL-J-587688,Tube,London Bridge,Bank,07/11/2024 19:41,07/11/2024 20:09,3.5,0,Southwark,City of London
22/03/2024,TFL-J-983876,Tube,Liverpool Street,Stratford,22/03/2024 17:49,22/03/2024 18:31,3.33,14,City of London,Newham
02/04/2024,TFL-J-393486,Bus,Waterloo,Bank,02/04/2024 08:01,02/04/2024 09:01,1.75,22,Lambeth,City of London
15/03/2024,TFL-J-698282,Overground,Bank,Liverpool Street,15/03/2024 14:37,15/03/2024 15:12,4.67,0,City of London,City of London
17/02/2024,TFL-J-799557,Tube,London Bridge,Victoria,17/02/2024 08:40,17/02/2024 09:11,4.61,2,Southwark,Westminster
30/08/2024,TFL-J-750022,Bus,Paddington,Victoria,30/08/2024 08:31,30/08/2024 09:17,1.75,2,Westminster,Westminster
12/01/2024,TFL-J-111296,Bus,London Bridge,Bank,12/01/2024 21:13,12/01/2024 21:31,1.75,0,Southwark,City of London
21/05/2024,TFL-J-508936,Bus,Euston,Kings Cross,21/05/2024 07:02,21/05/2024 07:56,3.7,13,Camden,Camden
17/04/2024,TFL-J-350236,Tube,Waterloo,Victoria,17/04/2024 08:13,17/04/2024 08:22,9.4,29,Lambeth,Westminster
09/09/2024,TFL-J-562594,Bus,Stratford,Liverpool Street,09/09/2024 09:20,09/09/2024 10:09,1.75,16,Newham,City of London
14/07/2024,TFL-J-210193,Bus,Euston,Stratford,14/07/2024 08:13,14/07/2024 08:54,1.75,1,Camden,Newham
22/05/2024,TFL-J-257695,Overground,Paddington,Euston,22/05/2024 07:36,22/05/2024 08:01,3,0,Westminster,Camden
09/08/2024,TFL-J-230245,Tube,Waterloo,Paddington,09/08/2024 08:16,09/08/2024 09:04,3.68,24,Lambeth,Westminster
01/11/2024,TFL-J-902184,Tube,Kings Cross,Victoria,01/11/2024 16:44,01/11/2024 17:17,4.49,10,Camden,Westminster
05/04/2024,TFL-J-539861,Tube,Bank,London Bridge,05/04/2024 17:36,05/04/2024 18:07,3.11,13,City of London,Southwark
25/03/2024,TFL-J-983768,Tube,Euston,Bank,25/03/2024 08:33,25/03/2024 08:56,4.98,2,Camden,City of London
12/11/2024,TFL-J-790794,Tube,Euston,Canary Wharf,12/11/2024 18:03,12/11/2024 18:32,3.32,0,Camden,Tower Hamlets
28/04/2024,TFL-J-909429,Overground,Bank,Waterloo,28/04/2024 14:57,28/04/2024 15:25,5.39,0,City of London,Lambeth
25/12/2024,TFL-J-342360,Tube,Euston,Canary Wharf,25/12/2024 16:21,25/12/2024 17:04,3.44,12,Camden,Tower Hamlets
30/10/2024,TFL-J-830743,Bus,Paddington,Victoria,30/10/2024 07:09,30/10/2024 07:59,1.75,8,Westminster,Westminster
27/09/2024,TFL-J-767226,Tube,Kings Cross,Euston,27/09/2024 09:31,27/09/2024 10:48,4.12,32,Camden,Camden
01/08/2024,TFL-J-684052,Bus,Stratford,Bank,01/08/2024 08:24,01/08/2024 09:17,1.75,8,Newham,City of London
02/03/2024,TFL-J-698487,Bus,Victoria,London Bridge,02/03/2024 08:46,02/03/2024 08:16,1.75,10,Westminster,Southwark
16/05/2024,TFL-J-547994,Tube,Stratford,Kings Cross,16/05/2024 11:46,16/05/2024 12:20,4.22,2,Newham,Camden
08/02/2024,TFL-J-958671,Bus,London Bridge,Kings Cross,08/02/2024 16:20,08/02/2024 16:38,1.75,2,Southwark,Camden
09/10/2024,TFL-J-237998,Tube,Bank,Liverpool Street,09/10/2024 18:38,09/10/2024 19:18,5.29,17,City of London,City of London
05/02/2024,TFL-J-509224,Overground,Bank,Euston,05/02/2024 09:26,05/02/2024 10:08,2.92,11,City of London,Camden
09/04/2024,TFL-J-878262,Tube,Kings Cross,Paddington,09/04/2024 17:44,09/04/2024 18:19,3.68,2,Camden,Westminster
21/03/2024,TFL-J-570929,Tube,Waterloo,Victoria,21/03/2024 16:07,21/03/2024 16:58,5.07,8,Lambeth,Westminster
25/06/2024,TFL-J-158681,Tube,Liverpool Street,Kings Cross,25/06/2024 13:38,25/06/2024 14:20,4.37,2,City of London,Camden
04/05/2024,TFL-J-242810,Tube,Victoria,Canary Wharf,04/05/2024 12:04,04/05/2024 12:27,3.02,1,Westminster,Tower Hamlets
20/08/2024,TFL-J-748415,Tube,Liverpool Street,Stratford,20/08/2024 10:54,20/08/2024 11:18,2.96,3,City of London,Newham
18/08/2024,TFL-J-127047,Bus,Euston,Kings Cross,18/08/2024 07:51,18/08/2024 08:58,1.75,26,Camden,Camden
06/04/2024,TFL-J-706408,Tube,Canary Wharf,Paddington,06/04/2024 07:31,06/04/2024 07:49,3.32,0,Tower Hamlets,Westminster
11/05/2024,TFL-J-246971,Tube,Liverpool Street,Paddington,11/05/2024 09:46,11/05/2024 10:54,3.64,35,City of London,Westminster
10/02/2024,TFL-J-336944,Tube,Paddington,Bank,10/02/2024 16:38,10/02/2024 17:21,3.64,6,Westminster,City of London
14/12/2024,TFL-J-461048,Tube,Canary Wharf,Stratford,14/12/2024 18:20,14/12/2024 19:27,4.01,25,Tower Hamlets,Newham
16/03/2024,TFL-J-358386,Bus,Victoria,Canary Wharf,16/03/2024 14:37,16/03/2024 14:53,1.75,0,Westminster,Tower Hamlets
26/10/2024,TFL-J-489194,Tube,Victoria,London Bridge,26/10/2024 13:01,26/10/2024 13:35,5.32,8,Westminster,Southwark
17/12/2024,TFL-J-415612,Tube,Victoria,Kings Cross,17/12/2024 23:09,17/12/2024 23:37,2.97,3,Westminster,Camden
13/12/2024,TFL-J-259846,Tube,Paddington,Waterloo,13/12/2024 07:36,13/12/2024 08:17,3.9,4,Westminster,Lambeth
29/07/2024,TFL-J-663163,Bus,Euston,Liverpool Street,29/07/2024 08:20,29/07/2024 08:54,1.75,0,Camden,City of London
07/03/2024,TFL-J-260249,Tube,Liverpool Street,Euston,07/03/2024 15:41,07/03/2024 16:13,4.11,7,City of London,Camden
28/07/2024,TFL-J-180631,Overground,Victoria,Bank,28/07/2024 21:55,28/07/2024 22:30,5.05,5,Westminster,City of London
06/09/2024,TFL-J-375918,Tube,Euston,Canary Wharf,06/09/2024 10:10,06/09/2024 10:33,3.15,0,Camden,Tower Hamlets
27/03/2024,TFL-J-585188,Bus,Waterloo,Euston,27/03/2024 08:16,27/03/2024 08:38,1.75,3,Lambeth,Camden
23/10/2024,TFL-J-441331,Tube,Waterloo,Euston,23/10/2024 09:39,23/10/2024 10:15,4.53,18,Lambeth,Camden
14/02/2024,TFL-J-644713,Bus,Euston,Waterloo,14/02/2024 21:04,14/02/2024 21:37,1.75,0,Camden,Lambeth
17/12/2024,TFL-J-198189,Tube,Stratford,Victoria,17/12/2024 15:23,17/12/2024 15:43,3.87,1,Newham,Westminster
18/01/2024,TFL-J-827473,Tube,Waterloo,Liverpool Street,18/01/2024 07:24,18/01/2024 08:09,3.18,16,Lambeth,City of London
17/07/2024,TFL-J-138739,Tube,Euston,Bank,17/07/2024 23:51,18/07/2024 00:27,5.12,1,Camden,City of London
20/09/2024,TFL-J-272265,Tube,Liverpool Street,Euston,20/09/2024 17:34,20/09/2024 18:14,13.14,3,City of London,Camden
27/06/2024,TFL-J-982261,Bus,Euston,London Bridge,27/06/2024 19:47,27/06/2024 20:23,1.75,7,Camden,Southwark
05/09/2024,TFL-J-280011,Bus,Stratford,Victoria,05/09/2024 16:12,05/09/2024 16:58,1.75,9,Newham,Westminster
24/06/2024,TFL-J-392221,Tube,Euston,Bank,24/06/2024 08:00,24/06/2024 09:06,3.97,31,Camden,City of London
11/09/2024,TFL-J-611354,Tube,Euston,Bank,11/09/2024 17:32,11/09/2024 18:24,3.79,26,Camden,City of London
11/02/2024,TFL-J-631547,Bus,Liverpool Street,Waterloo,11/02/2024 13:08,11/02/2024 13:52,1.75,0,City of London,Lambeth
31/01/2024,TFL-J-858251,Bus,London Bridge,Kings Cross,31/01/2024 08:24,31/01/2024 08:48,1.75,4,Southwark,Camden
31/05/2024,TFL-J-979663,Bus,Kings Cross,Waterloo,31/05/2024 11:54,31/05/2024 12:42,1.75,7,Camden,Lambeth
01/11/2024,TFL-J-105659,Bus,Waterloo,Bank,01/11/2024 16:37,01/11/2024 17:17,1.75,9,Lambeth,City of London
29/03/2024,TFL-J-484371,Tube,Liverpool Street,Victoria,29/03/2024 13:06,29/03/2024 13:51,2.83,5,City of London,Westminster
04/06/2024,TFL-J-676927,Tube,London Bridge,Bank,04/06/2024 07:18,04/06/2024 07:58,3.74,18,Southwark,City of London
20/01/2024,TFL-J-355197,Tube,Paddington,Stratford,20/01/2024 08:37,20/01/2024 09:18,5.41,17,Westminster,Newham
01/04/2024,TFL-J-336890,Tube,Paddington,Euston,01/04/2024 09:26,01/04/2024 10:16,4.43,15,Westminster,Camden
26/10/2024,TFL-J-268019,Tube,Stratford,Canary Wharf,26/10/2024 13:27,26/10/2024 13:57,4.47,8,Newham,Tower Hamlets
13/05/2024,TFL-J-244446,Tube,Kings Cross,Euston,13/05/2024 07:02,13/05/2024 07:32,4.8,5,Camden,Camden
04/04/2024,TFL-J-511052,Tube,London Bridge,Liverpool Street,04/04/2024 12:35,04/04/2024 13:15,5.34,0,Southwark,City of London
08/01/2024,TFL-J-232168,Tube,Canary Wharf,Kings Cross,08/01/2024 10:25,08/01/2024 10:43,4.95,0,Tower Hamlets,Camden
17/09/2024,TFL-J-680876,Tube,Liverpool Street,Stratford,17/09/2024 17:45,17/09/2024 18:33,3.12,6,City of London,Newham
10/08/2024,TFL-J-448430,Tube,Bank,Liverpool Street,10/08/2024 08:28,10/08/2024 09:20,3.29,9,City of London,City of London
13/10/2024,TFL-J-397242,Tube,London Bridge,Victoria,13/10/2024 19:24,13/10/2024 19:46,4.98,0,Southwark,Westminster
11/11/2024,TFL-J-127231,Bus,Victoria,Bank,11/11/2024 16:45,11/11/2024 17:23,1.75,16,Westminster,City of London
02/08/2024,TFL-J-249984,Tube,London Bridge,Stratford,02/08/2024 17:18,02/08/2024 17:49,3.12,3,Southwark,Newham
21/11/2024,TFL-J-350347,Tube,Paddington,London Bridge,21/11/2024 14:56,21/11/2024 15:26,3.49,4,Westminster,Southwark
06/06/2024,TFL-J-535615,Tube,Waterloo,Stratford,06/06/2024 16:56,06/06/2024 17:06,9.4,40,Lambeth,Newham
12/03/2024,TFL-J-315186,Overground,Paddington,Victoria,12/03/2024 09:48,12/03/2024 10:51,4.83,19,Westminster,Westminster
28/10/2024,TFL-J-328701,Bus,Waterloo,Euston,28/10/2024 08:38,28/10/2024 09:21,1.75,6,Lambeth,Camden
20/11/2024,TFL-J-485757,Tube,Canary Wharf,London Bridge,20/11/2024 13:13,20/11/2024 13:50,5.42,1,Tower Hamlets,Southwark
18/01/2024,TFL-J-164898,Tube,Waterloo,Canary Wharf,18/01/2024 07:33,18/01/2024 08:16,3.72,13,Lambeth,Tower Hamlets
27/07/2024,TFL-J-294044,Tube,Bank,Euston,27/07/2024 21:06,27/07/2024 21:28,5.19,0,City of London,Camden
05/03/2024,TFL-J-704272,Tube,Stratford,Canary Wharf,05/03/2024 17:39,05/03/2024 18:27,3.88,6,Newham,Tower Hamlets
27/04/2024,TFL-J-357746,Overground,Paddington,Kings Cross,27/04/2024 12:18,27/04/2024 12:56,4.23,6,Westminster,Camden
01/07/2024,TFL-J-322778,Tube,Liverpool Street,Canary Wharf,01/07/2024 07:48,01/07/2024 08:44,4.6,13,City of London,Tower Hamlets
14/01/2024,TFL-J-319586,Tube,Liverpool Street,Paddington,14/01/2024 17:20,14/01/2024 18:03,4.91,7,City of London,Westminster
16/01/2024,TFL-J-439240,Tube,Stratford,Liverpool Street,16/01/2024 09:52,16/01/2024 10:32,4.96,23,Newham,City of London
21/09/2024,TFL-J-898584,Bus,Stratford,Waterloo,21/09/2024 08:35,21/09/2024 09:01,1.75,7,Newham,Lambeth
22/03/2024,TFL-J-517180,Tube,Victoria,Stratford,22/03/2024 16:35,22/03/2024 17:10,4.88,1,Westminster,Newham
01/05/2024,TFL-J-509329,Tube,Waterloo,Bank,01/05/2024 08:01,01/05/2024 08:45,5.37,11,Lambeth,City of London
02/10/2024,TFL-J-281301,Tube,Waterloo,London Bridge,02/10/2024 18:04,02/10/2024 18:34,5.1,11,Lambeth,Southwark
07/06/2024,TFL-J-551688,Tube,Euston,Liverpool Street,07/06/2024 07:23,07/06/2024 07:57,3.88,5,Camden,City of London
30/12/2024,TFL-J-670959,Bus,Kings Cross,Canary Wharf,30/12/2024 12:33,30/12/2024 13:07,1.75,1,Camden,Tower Hamlets
14/09/2024,TFL-J-145457,Bus,Victoria,London Bridge,14/09/2024 17:34,14/09/2024 18:19,1.75,8,Westminster,Southwark
03/07/2024,TFL-J-119697,Tube,London Bridge,Euston,03/07/2024 21:33,03/07/2024 21:59,4.46,1,Southwark,Camden
23/12/2024,TFL-J-135077,Tube,Victoria,Liverpool Street,23/12/2024 13:57,23/12/2024 14:32,5.03,1,Westminster,City of London
12/03/2024,TFL-J-253720,Bus,Canary Wharf,Paddington,12/03/2024 15:53,12/03/2024 16:23,1.75,1,Tower Hamlets,Westminster
14/11/2024,TFL-J-489476,Tube,Canary Wharf,Kings Cross,14/11/2024 12:03,14/11/2024 12:38,4.51,0,Tower Hamlets,Camden
30/03/2024,TFL-J-779403,Tube,Euston,Canary Wharf,30/03/2024 13:59,30/03/2024 14:26,5.34,2,Camden,Tower Hamlets
27/02/2024,TFL-J-869214,Tube,Liverpool Street,Paddington,27/02/2024 17:35,27/02/2024 17:37,9.4,10,City of London,Westminster
14/04/2024,TFL-J-224718,Tube,Bank,Canary Wharf,14/04/2024 16:39,14/04/2024 17:07,3.21,8,City of London,Tower Hamlets
03/06/2024,TFL-J-550038,Tube,Waterloo,Victoria,03/06/2024 07:39,03/06/2024 08:02,4.88,8,Lambeth,Westminster
17/04/2024,TFL-J-623932,Tube,Liverpool Street,Bank,17/04/2024 08:18,17/04/2024 08:53,5.49,5,City of London,City of London
18/02/2024,TFL-J-168970,Bus,London Bridge,Canary Wharf,18/02/2024 16:16,18/02/2024 17:23,1.75,43,Southwark,Tower Hamlets
31/03/2024,TFL-J-351686,Tube,Waterloo,Euston,31/03/2024 09:14,31/03/2024 09:43,2.88,6,Lambeth,Camden
14/08/2024,TFL-J-504601,Tube,Victoria,Euston,14/08/2024 17:32,14/08/2024 17:56,4.97,0,Westminster,Camden
17/01/2024,TFL-J-404357,Bus,Waterloo,Bank,17/01/2024 08:29,17/01/2024 09:10,1.75,26,Lambeth,City of London
21/10/2024,TFL-J-168218,Tube,Waterloo,Bank,21/10/2024 07:53,21/10/2024 08:49,4.63,15,Lambeth,City of London
20/04/2024,TFL-J-809188,Tube,Euston,Kings Cross,20/04/2024 09:35,20/04/2024 10:48,3.2,32,Camden,Camden
12/06/2024,TFL-J-367231,Bus,Bank,Waterloo,12/06/2024 08:53,12/06/2024 09:29,1.75,3,City of London,Lambeth
06/04/2024,TFL-J-293936,Tube,London Bridge,Bank,06/04/2024 17:52,06/04/2024 18:21,3.19,3,Southwark,City of London
19/07/2024,TFL-J-224587,Bus,London Bridge,Stratford,19/07/2024 16:06,19/07/2024 16:38,1.75,5,Southwark,Newham
10/05/2024,TFL-J-516486,Bus,Canary Wharf,Euston,10/05/2024 08:53,10/05/2024 09:36,1.75,9,Tower Hamlets,Camden
10/05/2024,TFL-J-962467,Bus,Bank,Euston,10/05/2024 09:29,10/05/2024 10:04,1.75,11,City of London,Camden
07/03/2024,TFL-J-119988,Tube,Canary Wharf,Paddington,07/03/2024 09:44,07/03/2024 10:23,4.33,1,Tower Hamlets,Westminster
13/11/2024,TFL-J-300580,Tube,Kings Cross,Canary Wharf,13/11/2024 17:05,13/11/2024 18:02,3.2,12,Camden,Tower Hamlets
18/04/2024,TFL-J-769439,Tube,Kings Cross,Stratford,18/04/2024 18:45,18/04/2024 19:28,4.54,5,Camden,Newham
25/02/2024,TFL-J-816844,Tube,Bank,Victoria,25/02/2024 23:37,26/02/2024 00:02,3.92,5,City of London,Westminster
19/03/2024,TFL-J-600192,Bus,Euston,Waterloo,19/03/2024 16:08,19/03/2024 16:54,1.75,12,Camden,Lambeth
03/06/2024,TFL-J-257704,Bus,Kings Cross,Stratford,03/06/2024 16:29,03/06/2024 17:23,4.17,14,Camden,Newham
27/05/2024,TFL-J-182220,Tube,Stratford,Paddington,27/05/2024 16:50,27/05/2024 17:48,5.25,31,Newham,Westminster
25/09/2024,TFL-J-744429,Overground,Bank,Stratford,25/09/2024 18:54,25/09/2024 19:23,4.85,12,City of London,Newham
27/11/2024,TFL-J-330376,Tube,London Bridge,Bank,27/11/2024 07:40,27/11/2024 08:13,4.66,1,Southwark,City of London
08/06/2024,TFL-J-109511,Tube,Victoria,Liverpool Street,08/06/2024 15:38,08/06/2024 16:11,4.86,2,Westminster,City of London
23/06/2024,TFL-J-783555,Tube,Kings Cross,Waterloo,23/06/2024 09:35,23/06/2024 10:04,4.64,6,Camden,Lambeth
26/05/2024,TFL-J-323870,Overground,Victoria,Kings Cross,26/05/2024 13:09,26/05/2024 13:47,3.63,3,Westminster,Camden
28/12/2024,TFL-J-364447,Overground,Canary Wharf,Paddington,28/12/2024 15:39,28/12/2024 15:59,3.28,0,Tower Hamlets,Westminster
13/06/2024,TFL-J-855994,Tube,Bank,Waterloo,13/06/2024 16:13,13/06/2024 16:48,5.35,1,City of London,Lambeth
04/01/2024,TFL-J-599223,Tube,Paddington,Stratford,04/01/2024 08:53,04/01/2024 09:23,2.84,10,Westminster,Newham
18/09/2024,TFL-J-829391,Tube,London Bridge,Stratford,18/09/2024 08:26,18/09/2024 09:12,4.58,3,Southwark,Newham
25/03/2024,TFL-J-313988,Overground,Bank,Waterloo,25/03/2024 11:27,25/03/2024 12:07,4.41,4,City of London,Lambeth
09/08/2024,TFL-J-375717,Tube,Victoria,London Bridge,09/08/2024 17:39,09/08/2024 18:10,3.42,6,Westminster,Southwark
12/09/2024,TFL-J-512570,Tube,Kings Cross,Canary Wharf,12/09/2024 09:50,12/09/2024 10:22,3.75,8,Camden,Tower Hamlets
12/07/2024,TFL-J-405140,Overground,Waterloo,Victoria,12/07/2024 08:16,12/07/2024 08:34,3.44,1,Lambeth,Westminster
16/11/2024,TFL-J-551001,Tube,Euston,Paddington,16/11/2024 08:34,16/11/2024 09:05,11.23,7,Camden,Westminster
27/04/2024,TFL-J-142152,Tube,Liverpool Street,London Bridge,27/04/2024 16:42,27/04/2024 18:13,5.02,48,City of London,Southwark
17/06/2024,TFL-J-172851,Tube,Paddington,Victoria,17/06/2024 09:53,17/06/2024 10:31,5.19,6,Westminster,Westminster
23/08/2024,TFL-J-457010,Tube,Waterloo,Kings Cross,23/08/2024 17:59,23/08/2024 18:25,4.77,4,Lambeth,Camden
04/06/2024,TFL-J-712868,Tube,Euston,Kings Cross,04/06/2024 19:29,04/06/2024 20:11,6.95,1,Camden,Camden
29/05/2024,TFL-J-848425,Tube,Bank,Stratford,29/05/2024 14:43,29/05/2024 15:18,4.34,0,City of London,Newham
05/02/2024,TFL-J-202821,Bus,Liverpool Street,Canary Wharf,05/02/2024 12:25,05/02/2024 13:07,1.75,0,City of London,Tower Hamlets
04/03/2024,TFL-J-331473,Tube,Bank,Canary Wharf,04/03/2024 17:55,04/03/2024 18:36,4.72,5,City of London,Tower Hamlets
03/09/2024,TFL-J-668987,Tube,Stratford,Victoria,03/09/2024 20:14,03/09/2024 20:58,4.32,8,Newham,Westminster
17/09/2024,TFL-J-726255,Tube,Stratford,Euston,17/09/2024 08:38,17/09/2024 09:03,3.74,7,Newham,Camden
16/02/2024,TFL-J-442780,Tube,Kings Cross,London Bridge,16/02/2024 09:10,16/02/2024 09:38,3.58,1,Camden,Southwark
10/05/2024,TFL-J-109444,Bus,Paddington,London Bridge,10/05/2024 09:17,10/05/2024 09:46,1.75,13,Westminster,Southwark
16/05/2024,TFL-J-313110,Bus,Euston,Kings Cross,16/05/2024 09:52,16/05/2024 10:30,1.75,12,Camden,Camden
03/06/2024,TFL-J-151581,Bus,Bank,Victoria,03/06/2024 17:25,03/06/2024 18:20,1.75,13,City of London,Westminster
05/02/2024,TFL-J-546194,Bus,Liverpool Street,Euston,05/02/2024 07:08,05/02/2024 07:56,1.75,11,City of London,Camden
21/05/2024,TFL-J-415934,Bus,Euston,Victoria,21/05/2024 17:42,21/05/2024 18:00,1.75,1,Camden,Westminster
01/04/2024,TFL-J-164897,Tube,Euston,Victoria,01/04/2024 08:29,01/04/2024 08:56,5.42,8,Camden,Westminster
03/04/2024,TFL-J-876044,Tube,Victoria,Bank,03/04/2024 12:50,03/04/2024 13:08,4.38,2,Westminster,City of London
25/11/2024,TFL-J-952318,Tube,Kings Cross,London Bridge,25/11/2024 12:36,25/11/2024 13:11,3.58,1,Camden,Southwark
17/12/2024,TFL-J-682351,Tube,Bank,Victoria,17/12/2024 08:40,17/12/2024 09:13,4.94,16,City of London,Westminster
30/10/2024,TFL-J-211725,Tube,London Bridge,Kings Cross,30/10/2024 19:30,30/10/2024 20:05,5.29,1,Southwark,Camden
25/08/2024,TFL-J-261730,Overground,Euston,Stratford,25/08/2024 15:25,25/08/2024 15:52,3.64,6,Camden,Newham
03/05/2024,TFL-J-449729,Tube,Waterloo,Victoria,03/05/2024 18:39,03/05/2024 19:03,5,6,Lambeth,Westminster
12/01/2024,TFL-J-940424,Tube,Victoria,Liverpool Street,12/01/2024 07:24,12/01/2024 07:42,5.49,3,Westminster,City of London
20/06/2024,TFL-J-561484,Overground,Victoria,Kings Cross,20/06/2024 09:20,20/06/2024 09:45,3.23,4,Westminster,Camden
04/03/2024,TFL-J-479301,Tube,Canary Wharf,Stratford,04/03/2024 16:56,04/03/2024 17:26,4.17,2,Tower Hamlets,Newham
27/11/2024,TFL-J-607886,Tube,Canary Wharf,Liverpool Street,27/11/2024 07:57,27/11/2024 08:43,3.89,19,Tower Hamlets,City of London
18/08/2024,TFL-J-703267,Tube,Paddington,Victoria,18/08/2024 21:48,18/08/2024 22:15,3.12,1,Westminster,Westminster
17/11/2024,TFL-J-946970,Overground,Waterloo,Kings Cross,17/11/2024 08:51,17/11/2024 09:32,3.95,11,Lambeth,Camden
13/12/2024,TFL-J-937466,Bus,Paddington,Bank,13/12/2024 07:13,13/12/2024 08:11,1.75,26,Westminster,City of London
02/09/2024,TFL-J-779751,Bus,London Bridge,Liverpool Street,02/09/2024 08:05,02/09/2024 08:05,1.75,4,Southwark,City of London
14/03/2024,TFL-J-855050,Bus,Paddington,Liverpool Street,14/03/2024 07:07,14/03/2024 07:49,1.75,10,Westminster,City of London
16/03/2024,TFL-J-467140,Tube,Waterloo,Paddington,16/03/2024 15:19,16/03/2024 16:00,9.1,0,Lambeth,Westminster
