Date,Journey_ID,Transport_Mode,Origin_Station,Destination_Station,Tap_In_Time,Tap_Out_Time,Journey_Cost,Delay_Minutes,Origin_Borough,Destination_Borough,Journey_Duration,Cost_Per_Minute,Time_of_Day,Congestion_Tier
2024-11-13,TFL-J-445259,Tube,Euston,Liverpool Street,2024-11-13 08:14:00,2024-11-13 08:47:00,4.76,18,Camden,City of London,33.0,0.14424242424242423,Peak AM,High Friction
2024-06-10,TFL-J-481526,Bus,Bank,Kings Cross,2024-06-10 18:48:00,2024-06-10 19:25:00,1.75,16,City of London,Camden,37.0,0.0472972972972973,Peak PM,High Friction
2024-07-18,TFL-J-601901,Bus,Canary Wharf,London Bridge,2024-07-18 18:15:00,2024-07-18 19:02:00,1.75,4,Tower Hamlets,Southwark,47.0,0.03723404255319149,Peak PM,Smooth
2024-01-01,TFL-J-893139,Overground,Waterloo,Stratford,2024-01-01 17:42:00,2024-01-01 18:23:00,4.59,12,Lambeth,Newham,41.0,0.11195121951219512,Peak PM,High Friction
2024-10-28,TFL-J-436451,Tube,Waterloo,Paddington,2024-10-28 17:57:00,2024-10-28 18:47:00,4.12,24,Lambeth,Westminster,50.0,0.0824,Peak PM,High Friction
2024-02-21,TFL-J-408202,Tube,Bank,Stratford,2024-02-21 09:43:00,2024-02-21 10:16:00,4.34,17,City of London,Newham,33.0,0.1315151515151515,Peak AM,High Friction
2024-03-20,TFL-J-762495,Tube,Bank,Waterloo,2024-03-20 12:08:00,2024-03-20 12:24:00,2.82,1,City of London,Lambeth,16.0,0.17625,Off-Peak,Smooth
2024-12-23,TFL-J-554576,Tube,Liverpool Street,Paddington,2024-12-23 18:16:00,2024-12-23 18:59:00,4.15,6,City of London,Westminster,43.0,0.09651162790697675,Peak PM,Minor Delays
2024-08-03,TFL-J-869574,Bus,Victoria,Waterloo,2024-08-03 23:22:00,2024-08-04 00:01:00,1.75,1,Westminster,Lambeth,39.0,0.04487179487179487,Night,Smooth
2024-10-29,TFL-J-651592,Tube,Waterloo,Euston,2024-10-29 16:06:00,2024-10-29 16:46:00,4.47,22,Lambeth,Camden,40.0,0.11174999999999999,Peak PM,High Friction
2024-10-27,TFL-J-990232,Tube,Waterloo,Victoria,2024-10-27 08:54:00,2024-10-27 09:39:00,13.78,0,Lambeth,Westminster,45.0,0.30622222222222223,Peak AM,Smooth
2024-04-23,TFL-J-668479,Tube,Euston,Victoria,2024-04-23 17:21:00,2024-04-23 18:21:00,9.93,19,Camden,Westminster,60.0,0.1655,Peak PM,High Friction
2024-03-24,TFL-J-905804,Bus,Paddington,Canary Wharf,2024-03-24 09:56:00,2024-03-24 10:24:00,1.75,10,Westminster,Tower Hamlets,28.0,0.0625,Peak AM,Minor Delays
2024-05-02,TFL-J-633849,Tube,London Bridge,Paddington,2024-05-02 18:23:00,2024-05-02 19:15:00,9.91,10,Southwark,Westminster,52.0,0.1905769230769231,Peak PM,Minor Delays
2024-04-29,TFL-J-837975,Tube,Waterloo,Liverpool Street,2024-04-29 13:07:00,2024-04-29 13:45:00,9.58,10,Lambeth,City of London,38.0,0.2521052631578947,Off-Peak,Minor Delays
2024-08-02,TFL-J-430496,Tube,Victoria,Bank,2024-08-02 21:52:00,2024-08-02 22:14:00,3.86,2,Westminster,City of London,22.0,0.17545454545454545,Night,Smooth
2024-09-05,TFL-J-459751,Tube,Waterloo,Euston,2024-09-05 09:01:00,2024-09-05 09:53:00,3.98,12,Lambeth,Camden,52.0,0.07653846153846154,Peak AM,High Friction
2024-04-05,TFL-J-974548,Tube,Canary Wharf,Liverpool Street,2024-04-05 17:40:00,2024-04-05 17:58:00,4.02,1,Tower Hamlets,City of London,18.0,0.2233333333333333,Peak PM,Smooth
2024-06-25,TFL-J-742164,Tube,London Bridge,Bank,2024-06-25 09:19:00,2024-06-25 10:05:00,2.91,2,Southwark,City of London,46.0,0.0632608695652174,Peak AM,Smooth
2024-07-25,TFL-J-705750,Tube,Stratford,Euston,2024-07-25 07:02:00,2024-07-25 07:59:00,2.85,18,Newham,Camden,57.0,0.05,Peak AM,High Friction
2024-03-10,TFL-J-799001,Tube,Bank,Liverpool Street,2024-03-10 09:00:00,2024-03-10 09:34:00,4.75,1,City of London,City of London,34.0,0.13970588235294118,Peak AM,Smooth
2024-04-20,TFL-J-981256,Tube,Bank,London Bridge,2024-04-20 09:46:00,2024-04-20 10:36:00,2.93,7,City of London,Southwark,50.0,0.058600000000000006,Peak AM,Minor Delays
2024-08-01,TFL-J-506881,Bus,Waterloo,Liverpool Street,2024-08-01 18:06:00,2024-08-01 18:23:00,1.75,1,Lambeth,City of London,17.0,0.10294117647058823,Peak PM,Smooth
2024-08-31,TFL-J-897296,Bus,Paddington,Stratford,2024-08-31 11:40:00,2024-08-31 12:04:00,1.75,0,Westminster,Newham,24.0,0.07291666666666667,Off-Peak,Smooth
2024-10-03,TFL-J-543115,Bus,Victoria,London Bridge,2024-10-03 16:23:00,2024-10-03 16:55:00,1.75,11,Westminster,Southwark,32.0,0.0546875,Peak PM,High Friction
2024-09-28,TFL-J-181594,Bus,London Bridge,Bank,2024-09-28 11:09:00,2024-09-28 11:38:00,1.75,4,Southwark,City of London,29.0,0.0603448275862069,Off-Peak,Smooth
2024-03-23,TFL-J-892707,Tube,Euston,Kings Cross,2024-03-23 08:46:00,2024-03-23 09:28:00,4.29,5,Camden,Camden,42.0,0.10214285714285715,Peak AM,Smooth
2024-03-12,TFL-J-934326,Tube,Paddington,London Bridge,2024-03-12 16:19:00,2024-03-12 17:05:00,4.12,1,Westminster,Southwark,46.0,0.08956521739130435,Peak PM,Smooth
2024-12-19,TFL-J-894783,Tube,Liverpool Street,Waterloo,2024-12-19 13:06:00,2024-12-19 13:55:00,3.26,10,City of London,Lambeth,49.0,0.06653061224489795,Off-Peak,Minor Delays
2024-06-10,TFL-J-989219,Tube,London Bridge,Kings Cross,2024-06-10 17:50:00,2024-06-10 18:38:00,4.43,14,Southwark,Camden,48.0,0.09229166666666666,Peak PM,High Friction
2024-07-04,TFL-J-826862,Tube,Bank,Kings Cross,2024-07-04 09:55:00,2024-07-04 10:11:00,4.43,1,City of London,Camden,16.0,0.276875,Peak AM,Smooth
2024-04-22,TFL-J-714599,Tube,Bank,Stratford,2024-04-22 09:57:00,2024-04-22 10:48:00,3.17,14,City of London,Newham,51.0,0.06215686274509804,Peak AM,High Friction
2024-05-18,TFL-J-616039,Tube,Liverpool Street,Waterloo,2024-05-18 17:13:00,2024-05-18 17:34:00,4.2,1,City of London,Lambeth,21.0,0.2,Peak PM,Smooth
2024-10-23,TFL-J-726258,Tube,Victoria,Waterloo,2024-10-23 18:51:00,2024-10-23 19:34:00,5.03,14,Westminster,Lambeth,43.0,0.11697674418604652,Peak PM,High Friction
2024-05-06,TFL-J-711898,Tube,Canary Wharf,Kings Cross,2024-05-06 09:31:00,2024-05-06 09:52:00,4.74,1,Tower Hamlets,Camden,21.0,0.22571428571428573,Peak AM,Smooth
2024-03-11,TFL-J-805660,Tube,Waterloo,Bank,2024-03-11 09:26:00,2024-03-11 09:48:00,4.53,0,Lambeth,City of London,22.0,0.20590909090909093,Peak AM,Smooth
2024-09-04,TFL-J-790086,Overground,Bank,Canary Wharf,2024-09-04 13:00:00,2024-09-04 13:40:00,4.29,6,City of London,Tower Hamlets,40.0,0.10725,Off-Peak,Minor Delays
2024-11-26,TFL-J-307350,Tube,Bank,London Bridge,2024-11-26 07:21:00,2024-11-26 07:40:00,2.84,0,City of London,Southwark,19.0,0.14947368421052631,Peak AM,Smooth
2024-05-26,TFL-J-205824,Bus,Victoria,Bank,2024-05-26 21:22:00,2024-05-26 22:06:00,1.75,9,Westminster,City of London,44.0,0.03977272727272727,Night,Minor Delays
2024-04-13,TFL-J-183385,Bus,London Bridge,Stratford,2024-04-13 11:22:00,2024-04-13 11:51:00,1.75,2,Southwark,Newham,29.0,0.0603448275862069,Off-Peak,Smooth
2024-10-18,TFL-J-529351,Bus,Paddington,Stratford,2024-10-18 09:44:00,2024-10-18 10:33:00,1.75,7,Westminster,Newham,49.0,0.03571428571428571,Peak AM,Minor Delays
2024-02-03,TFL-J-856674,Bus,London Bridge,Bank,2024-02-03 23:58:00,2024-02-04 00:06:00,9.4,0,Southwark,City of London,8.0,1.175,Night,Smooth
2024-08-06,TFL-J-516461,Bus,Kings Cross,Liverpool Street,2024-08-06 16:47:00,2024-08-06 17:33:00,1.75,1,Camden,City of London,46.0,0.03804347826086957,Peak PM,Smooth
2024-09-13,TFL-J-960033,Tube,Victoria,Kings Cross,2024-09-13 12:17:00,2024-09-13 12:43:00,12.04,0,Westminster,Camden,26.0,0.46307692307692305,Off-Peak,Smooth
2024-02-28,TFL-J-931520,Tube,Bank,Euston,2024-02-28 08:34:00,2024-02-28 09:26:00,2.86,34,City of London,Camden,52.0,0.055,Peak AM,High Friction
2024-04-23,TFL-J-978055,Bus,Bank,Waterloo,2024-04-23 07:17:00,2024-04-23 08:26:00,1.75,49,City of London,Lambeth,69.0,0.025362318840579712,Peak AM,Severe Friction
2024-04-21,TFL-J-463855,Tube,Paddington,Stratford,2024-04-21 08:37:00,2024-04-21 08:57:00,2.95,5,Westminster,Newham,20.0,0.14750000000000002,Peak AM,Smooth
2024-02-23,TFL-J-969983,Bus,Paddington,Waterloo,2024-02-23 17:24:00,2024-02-23 18:15:00,1.75,18,Westminster,Lambeth,51.0,0.03431372549019608,Peak PM,High Friction
2024-05-06,TFL-J-152043,Bus,Canary Wharf,Waterloo,2024-05-06 08:46:00,2024-05-06 09:30:00,1.75,4,Tower Hamlets,Lambeth,44.0,0.03977272727272727,Peak AM,Smooth
2024-02-27,TFL-J-281953,Overground,Paddington,Kings Cross,2024-02-27 23:15:00,2024-02-28 00:01:00,4.0,3,Westminster,Camden,46.0,0.08695652173913043,Night,Smooth
2024-11-30,TFL-J-603790,Tube,Paddington,Stratford,2024-11-30 09:10:00,2024-11-30 10:00:00,5.38,18,Westminster,Newham,50.0,0.1076,Peak AM,High Friction
2024-04-24,TFL-J-722379,Tube,Liverpool Street,Paddington,2024-04-24 11:00:00,2024-04-24 11:28:00,5.26,5,City of London,Westminster,28.0,0.18785714285714286,Off-Peak,Smooth
2024-05-29,TFL-J-628154,Bus,Kings Cross,Waterloo,2024-05-29 16:26:00,2024-05-29 17:08:00,1.75,3,Camden,Lambeth,42.0,0.041666666666666664,Peak PM,Smooth
2024-09-10,TFL-J-563905,Tube,Canary Wharf,Victoria,2024-09-10 08:58:00,2024-09-10 09:46:00,3.28,7,Tower Hamlets,Westminster,48.0,0.06833333333333333,Peak AM,Minor Delays
2024-06-10,TFL-J-808387,Overground,Euston,Kings Cross,2024-06-10 15:42:00,2024-06-10 16:19:00,2.9,6,Camden,Camden,37.0,0.07837837837837838,Off-Peak,Minor Delays
2024-03-03,TFL-J-373402,Tube,Victoria,Canary Wharf,2024-03-03 16:00:00,2024-03-03 17:07:00,3.25,30,Westminster,Tower Hamlets,67.0,0.048507462686567165,Peak PM,High Friction
2024-06-09,TFL-J-105652,Tube,Euston,Liverpool Street,2024-06-09 21:32:00,2024-06-09 22:10:00,4.68,0,Camden,City of London,38.0,0.12315789473684209,Night,Smooth
2024-06-30,TFL-J-672404,Tube,Kings Cross,Euston,2024-06-30 11:25:00,2024-06-30 11:56:00,4.81,0,Camden,Camden,31.0,0.15516129032258064,Off-Peak,Smooth
2024-03-26,TFL-J-421646,Tube,Victoria,Paddington,2024-03-26 18:13:00,2024-03-26 18:38:00,3.25,9,Westminster,Westminster,25.0,0.13,Peak PM,Minor Delays
2024-10-06,TFL-J-412175,Overground,Canary Wharf,Victoria,2024-10-06 08:05:00,2024-10-06 08:36:00,3.93,3,Tower Hamlets,Westminster,31.0,0.1267741935483871,Peak AM,Smooth
2024-09-05,TFL-J-740853,Bus,London Bridge,Bank,2024-09-05 17:37:00,2024-09-05 17:56:00,1.75,0,Southwark,City of London,19.0,0.09210526315789473,Peak PM,Smooth
2024-06-16,TFL-J-645283,Tube,Stratford,Kings Cross,2024-06-16 12:57:00,2024-06-16 13:27:00,3.16,3,Newham,Camden,30.0,0.10533333333333333,Off-Peak,Smooth
2024-09-27,TFL-J-898033,Tube,Liverpool Street,Kings Cross,2024-09-27 17:06:00,2024-09-27 19:17:00,9.98,97,City of London,Camden,131.0,0.07618320610687024,Peak PM,High Friction
2024-07-31,TFL-J-460866,Tube,Bank,Waterloo,2024-07-31 10:10:00,2024-07-31 10:39:00,5.08,0,City of London,Lambeth,29.0,0.17517241379310344,Off-Peak,Smooth
2024-12-29,TFL-J-790312,Bus,Bank,Paddington,2024-12-29 18:49:00,2024-12-29 19:37:00,1.75,17,City of London,Westminster,48.0,0.036458333333333336,Peak PM,High Friction
2024-03-03,TFL-J-311948,Tube,Waterloo,Liverpool Street,2024-03-03 11:50:00,2024-03-03 12:23:00,4.97,0,Lambeth,City of London,33.0,0.1506060606060606,Off-Peak,Smooth
2024-09-03,TFL-J-224653,Overground,Liverpool Street,Bank,2024-09-03 18:00:00,2024-09-03 18:43:00,4.98,5,City of London,City of London,43.0,0.1158139534883721,Peak PM,Smooth
2024-08-14,TFL-J-293521,Tube,Bank,Waterloo,2024-08-14 08:52:00,2024-08-14 09:49:00,5.06,20,City of London,Lambeth,57.0,0.08877192982456139,Peak AM,High Friction
2024-05-25,TFL-J-289180,Bus,Kings Cross,Victoria,2024-05-25 17:01:00,2024-05-25 17:52:00,1.75,26,Camden,Westminster,51.0,0.03431372549019608,Peak PM,High Friction
2024-11-29,TFL-J-146643,Tube,Kings Cross,Paddington,2024-11-29 11:47:00,2024-11-29 12:32:00,4.17,0,Camden,Westminster,45.0,0.09266666666666666,Off-Peak,Smooth
2024-05-30,TFL-J-428622,Bus,Stratford,Canary Wharf,2024-05-30 08:58:00,2024-05-30 09:45:00,1.75,3,Newham,Tower Hamlets,47.0,0.03723404255319149,Peak AM,Smooth
2024-06-12,TFL-J-995244,Tube,London Bridge,Euston,2024-06-12 20:15:00,2024-06-12 20:58:00,5.05,2,Southwark,Camden,43.0,0.11744186046511627,Night,Smooth
2024-11-10,TFL-J-248488,Tube,Victoria,Bank,2024-11-10 09:01:00,2024-11-10 09:26:00,3.2,7,Westminster,City of London,25.0,0.128,Peak AM,Minor Delays
2024-08-31,TFL-J-345233,Bus,Euston,Canary Wharf,2024-08-31 17:14:00,2024-08-31 17:40:00,1.75,10,Camden,Tower Hamlets,26.0,0.0673076923076923,Peak PM,Minor Delays
2024-05-05,TFL-J-318214,Tube,Waterloo,Bank,2024-05-05 19:52:00,2024-05-05 20:34:00,3.52,0,Lambeth,City of London,42.0,0.0838095238095238,Night,Smooth
2024-11-07,TFL-J-587688,Tube,London Bridge,Bank,2024-11-07 19:41:00,2024-11-07 20:09:00,3.5,0,Southwark,City of London,28.0,0.125,Night,Smooth
2024-03-22,TFL-J-983876,Tube,Liverpool Street,Stratford,2024-03-22 17:49:00,2024-03-22 18:31:00,3.33,14,City of London,Newham,42.0,0.07928571428571429,Peak PM,High Friction
2024-04-02,TFL-J-393486,Bus,Waterloo,Bank,2024-04-02 08:01:00,2024-04-02 09:01:00,1.75,22,Lambeth,City of London,60.0,0.029166666666666667,Peak AM,High Friction
2024-03-15,TFL-J-698282,Overground,Bank,Liverpool Street,2024-03-15 14:37:00,2024-03-15 15:12:00,4.67,0,City of London,City of London,35.0,0.13342857142857142,Off-Peak,Smooth
2024-02-17,TFL-J-799557,Tube,London Bridge,Victoria,2024-02-17 08:40:00,2024-02-17 09:11:00,4.61,2,Southwark,Westminster,31.0,0.14870967741935484,Peak AM,Smooth
2024-08-30,TFL-J-750022,Bus,Paddington,Victoria,2024-08-30 08:31:00,2024-08-30 09:17:00,1.75,2,Westminster,Westminster,46.0,0.03804347826086957,Peak AM,Smooth
2024-01-12,TFL-J-111296,Bus,London Bridge,Bank,2024-01-12 21:13:00,2024-01-12 21:31:00,1.75,0,Southwark,City of London,18.0,0.09722222222222222,Night,Smooth
2024-05-21,TFL-J-508936,Bus,Euston,Kings Cross,2024-05-21 07:02:00,2024-05-21 07:56:00,3.7,13,Camden,Camden,54.0,0.06851851851851852,Peak AM,High Friction
2024-04-17,TFL-J-350236,Tube,Waterloo,Victoria,2024-04-17 08:13:00,2024-04-17 08:22:00,9.4,29,Lambeth,Westminster,9.0,1.0444444444444445,Peak AM,High Friction
2024-09-09,TFL-J-562594,Bus,Stratford,Liverpool Street,2024-09-09 09:20:00,2024-09-09 10:09:00,1.75,16,Newham,City of London,49.0,0.03571428571428571,Peak AM,High Friction
2024-07-14,TFL-J-210193,Bus,Euston,Stratford,2024-07-14 08:13:00,2024-07-14 08:54:00,1.75,1,Camden,Newham,41.0,0.042682926829268296,Peak AM,Smooth
2024-05-22,TFL-J-257695,Overground,Paddington,Euston,2024-05-22 07:36:00,2024-05-22 08:01:00,3.0,0,Westminster,Camden,25.0,0.12,Peak AM,Smooth
2024-08-09,TFL-J-230245,Tube,Waterloo,Paddington,2024-08-09 08:16:00,2024-08-09 09:04:00,3.68,24,Lambeth,Westminster,48.0,0.07666666666666667,Peak AM,High Friction
2024-11-01,TFL-J-902184,Tube,Kings Cross,Victoria,2024-11-01 16:44:00,2024-11-01 17:17:00,4.49,10,Camden,Westminster,33.0,0.13606060606060608,Peak PM,Minor Delays
2024-04-05,TFL-J-539861,Tube,Bank,London Bridge,2024-04-05 17:36:00,2024-04-05 18:07:00,3.11,13,City of London,Southwark,31.0,0.10032258064516128,Peak PM,High Friction
2024-03-25,TFL-J-983768,Tube,Euston,Bank,2024-03-25 08:33:00,2024-03-25 08:56:00,4.98,2,Camden,City of London,23.0,0.2165217391304348,Peak AM,Smooth
2024-11-12,TFL-J-790794,Tube,Euston,Canary Wharf,2024-11-12 18:03:00,2024-11-12 18:32:00,3.32,0,Camden,Tower Hamlets,29.0,0.11448275862068966,Peak PM,Smooth
2024-04-28,TFL-J-909429,Overground,Bank,Waterloo,2024-04-28 14:57:00,2024-04-28 15:25:00,5.39,0,City of London,Lambeth,28.0,0.19249999999999998,Off-Peak,Smooth
2024-12-25,TFL-J-342360,Tube,Euston,Canary Wharf,2024-12-25 16:21:00,2024-12-25 17:04:00,3.44,12,Camden,Tower Hamlets,43.0,0.08,Peak PM,High Friction
2024-10-30,TFL-J-830743,Bus,Paddington,Victoria,2024-10-30 07:09:00,2024-10-30 07:59:00,1.75,8,Westminster,Westminster,50.0,0.035,Peak AM,Minor Delays
2024-09-27,TFL-J-767226,Tube,Kings Cross,Euston,2024-09-27 09:31:00,2024-09-27 10:48:00,4.12,32,Camden,Camden,77.0,0.05350649350649351,Peak AM,Severe Friction
2024-08-01,TFL-J-684052,Bus,Stratford,Bank,2024-08-01 08:24:00,2024-08-01 09:17:00,1.75,8,Newham,City of London,53.0,0.0330188679245283,Peak AM,Minor Delays
2024-05-16,TFL-J-547994,Tube,Stratford,Kings Cross,2024-05-16 11:46:00,2024-05-16 12:20:00,4.22,2,Newham,Camden,34.0,0.12411764705882353,Off-Peak,Smooth
2024-02-08,TFL-J-958671,Bus,London Bridge,Kings Cross,2024-02-08 16:20:00,2024-02-08 16:38:00,1.75,2,Southwark,Camden,18.0,0.09722222222222222,Peak PM,Smooth
2024-10-09,TFL-J-237998,Tube,Bank,Liverpool Street,2024-10-09 18:38:00,2024-10-09 19:18:00,5.29,17,City of London,City of London,40.0,0.13225,Peak PM,High Friction
2024-02-05,TFL-J-509224,Overground,Bank,Euston,2024-02-05 09:26:00,2024-02-05 10:08:00,2.92,11,City of London,Camden,42.0,0.06952380952380952,Peak AM,High Friction
2024-04-09,TFL-J-878262,Tube,Kings Cross,Paddington,2024-04-09 17:44:00,2024-04-09 18:19:00,3.68,2,Camden,Westminster,35.0,0.10514285714285715,Peak PM,Smooth
2024-03-21,TFL-J-570929,Tube,Waterloo,Victoria,2024-03-21 16:07:00,2024-03-21 16:58:00,5.07,8,Lambeth,Westminster,51.0,0.09941176470588235,Peak PM,Minor Delays
2024-06-25,TFL-J-158681,Tube,Liverpool Street,Kings Cross,2024-06-25 13:38:00,2024-06-25 14:20:00,4.37,2,City of London,Camden,42.0,0.10404761904761906,Off-Peak,Smooth
2024-05-04,TFL-J-242810,Tube,Victoria,Canary Wharf,2024-05-04 12:04:00,2024-05-04 12:27:00,3.02,1,Westminster,Tower Hamlets,23.0,0.13130434782608696,Off-Peak,Smooth
2024-08-20,TFL-J-748415,Tube,Liverpool Street,Stratford,2024-08-20 10:54:00,2024-08-20 11:18:00,2.96,3,City of London,Newham,24.0,0.12333333333333334,Off-Peak,Smooth
2024-08-18,TFL-J-127047,Bus,Euston,Kings Cross,2024-08-18 07:51:00,2024-08-18 08:58:00,1.75,26,Camden,Camden,67.0,0.026119402985074626,Peak AM,Severe Friction
2024-04-06,TFL-J-706408,Tube,Canary Wharf,Paddington,2024-04-06 07:31:00,2024-04-06 07:49:00,3.32,0,Tower Hamlets,Westminster,18.0,0.18444444444444444,Peak AM,Smooth
2024-05-11,TFL-J-246971,Tube,Liverpool Street,Paddington,2024-05-11 09:46:00,2024-05-11 10:54:00,3.64,35,City of London,Westminster,68.0,0.05352941176470588,Peak AM,Severe Friction
2024-02-10,TFL-J-336944,Tube,Paddington,Bank,2024-02-10 16:38:00,2024-02-10 17:21:00,3.64,6,Westminster,City of London,43.0,0.08465116279069768,Peak PM,Minor Delays
2024-12-14,TFL-J-461048,Tube,Canary Wharf,Stratford,2024-12-14 18:20:00,2024-12-14 19:27:00,4.01,25,Tower Hamlets,Newham,67.0,0.05985074626865671,Peak PM,High Friction
2024-03-16,TFL-J-358386,Bus,Victoria,Canary Wharf,2024-03-16 14:37:00,2024-03-16 14:53:00,1.75,0,Westminster,Tower Hamlets,16.0,0.109375,Off-Peak,Smooth
2024-10-26,TFL-J-489194,Tube,Victoria,London Bridge,2024-10-26 13:01:00,2024-10-26 13:35:00,5.32,8,Westminster,Southwark,34.0,0.15647058823529414,Off-Peak,Minor Delays
2024-12-17,TFL-J-415612,Tube,Victoria,Kings Cross,2024-12-17 23:09:00,2024-12-17 23:37:00,2.97,3,Westminster,Camden,28.0,0.10607142857142858,Night,Smooth
2024-12-13,TFL-J-259846,Tube,Paddington,Waterloo,2024-12-13 07:36:00,2024-12-13 08:17:00,3.9,4,Westminster,Lambeth,41.0,0.0951219512195122,Peak AM,Smooth
2024-07-29,TFL-J-663163,Bus,Euston,Liverpool Street,2024-07-29 08:20:00,2024-07-29 08:54:00,1.75,0,Camden,City of London,34.0,0.051470588235294115,Peak AM,Smooth
2024-03-07,TFL-J-260249,Tube,Liverpool Street,Euston,2024-03-07 15:41:00,2024-03-07 16:13:00,4.11,7,City of London,Camden,32.0,0.1284375,Off-Peak,Minor Delays
2024-07-28,TFL-J-180631,Overground,Victoria,Bank,2024-07-28 21:55:00,2024-07-28 22:30:00,5.05,5,Westminster,City of London,35.0,0.14428571428571427,Night,Smooth
2024-09-06,TFL-J-375918,Tube,Euston,Canary Wharf,2024-09-06 10:10:00,2024-09-06 10:33:00,3.15,0,Camden,Tower Hamlets,23.0,0.13695652173913042,Off-Peak,Smooth
2024-03-27,TFL-J-585188,Bus,Waterloo,Euston,2024-03-27 08:16:00,2024-03-27 08:38:00,1.75,3,Lambeth,Camden,22.0,0.07954545454545454,Peak AM,Smooth
2024-10-23,TFL-J-441331,Tube,Waterloo,Euston,2024-10-23 09:39:00,2024-10-23 10:15:00,4.53,18,Lambeth,Camden,36.0,0.12583333333333335,Peak AM,High Friction
2024-02-14,TFL-J-644713,Bus,Euston,Waterloo,2024-02-14 21:04:00,2024-02-14 21:37:00,1.75,0,Camden,Lambeth,33.0,0.05303030303030303,Night,Smooth
2024-12-17,TFL-J-198189,Tube,Stratford,Victoria,2024-12-17 15:23:00,2024-12-17 15:43:00,3.87,1,Newham,Westminster,20.0,0.1935,Off-Peak,Smooth
2024-01-18,TFL-J-827473,Tube,Waterloo,Liverpool Street,2024-01-18 07:24:00,2024-01-18 08:09:00,3.18,16,Lambeth,City of London,45.0,0.07066666666666667,Peak AM,High Friction
2024-07-17,TFL-J-138739,Tube,Euston,Bank,2024-07-17 23:51:00,2024-07-18 00:27:00,5.12,1,Camden,City of London,36.0,0.14222222222222222,Night,Smooth
2024-09-20,TFL-J-272265,Tube,Liverpool Street,Euston,2024-09-20 17:34:00,2024-09-20 18:14:00,13.14,3,City of London,Camden,40.0,0.3285,Peak PM,Smooth
2024-06-27,TFL-J-982261,Bus,Euston,London Bridge,2024-06-27 19:47:00,2024-06-27 20:23:00,1.75,7,Camden,Southwark,36.0,0.04861111111111111,Night,Minor Delays
2024-09-05,TFL-J-280011,Bus,Stratford,Victoria,2024-09-05 16:12:00,2024-09-05 16:58:00,1.75,9,Newham,Westminster,46.0,0.03804347826086957,Peak PM,Minor Delays
2024-06-24,TFL-J-392221,Tube,Euston,Bank,2024-06-24 08:00:00,2024-06-24 09:06:00,3.97,31,Camden,City of London,66.0,0.06015151515151516,Peak AM,Severe Friction
2024-09-11,TFL-J-611354,Tube,Euston,Bank,2024-09-11 17:32:00,2024-09-11 18:24:00,3.79,26,Camden,City of London,52.0,0.07288461538461538,Peak PM,High Friction
2024-02-11,TFL-J-631547,Bus,Liverpool Street,Waterloo,2024-02-11 13:08:00,2024-02-11 13:52:00,1.75,0,City of London,Lambeth,44.0,0.03977272727272727,Off-Peak,Smooth
2024-01-31,TFL-J-858251,Bus,London Bridge,Kings Cross,2024-01-31 08:24:00,2024-01-31 08:48:00,1.75,4,Southwark,Camden,24.0,0.07291666666666667,Peak AM,Smooth
2024-05-31,TFL-J-979663,Bus,Kings Cross,Waterloo,2024-05-31 11:54:00,2024-05-31 12:42:00,1.75,7,Camden,Lambeth,48.0,0.036458333333333336,Off-Peak,Minor Delays
2024-11-01,TFL-J-105659,Bus,Waterloo,Bank,2024-11-01 16:37:00,2024-11-01 17:17:00,1.75,9,Lambeth,City of London,40.0,0.04375,Peak PM,Minor Delays
2024-03-29,TFL-J-484371,Tube,Liverpool Street,Victoria,2024-03-29 13:06:00,2024-03-29 13:51:00,2.83,5,City of London,Westminster,45.0,0.0628888888888889,Off-Peak,Smooth
2024-06-04,TFL-J-676927,Tube,London Bridge,Bank,2024-06-04 07:18:00,2024-06-04 07:58:00,3.74,18,Southwark,City of London,40.0,0.0935,Peak AM,High Friction
2024-01-20,TFL-J-355197,Tube,Paddington,Stratford,2024-01-20 08:37:00,2024-01-20 09:18:00,5.41,17,Westminster,Newham,41.0,0.13195121951219513,Peak AM,High Friction
