Date,Journey_ID,Transport_Mode,Origin_Station,Destination_Station,Tap_In_Time,Tap_Out_Time,Journey_Cost,Delay_Minutes,Origin_Borough,Destination_Borough,Journey_Duration
2024-11-26,TFL-J-307350,Tube,Bank,London Bridge,2024-11-26 07:21:00,2024-11-26 07:40:00,2.84,0,City of London,Southwark,19.0
2024-05-26,TFL-J-205824,Bus,Victoria,Bank,2024-05-26 21:22:00,2024-05-26 22:06:00,1.75,9,Westminster,City of London,44.0
2024-04-13,TFL-J-183385,Bus,London Bridge,Stratford,2024-04-13 11:22:00,2024-04-13 11:51:00,1.75,2,Southwark,Newham,29.0
2024-10-18,TFL-J-529351,Bus,Paddington,Stratford,2024-10-18 09:44:00,2024-10-18 10:33:00,1.75,7,Westminster,Newham,49.0
2024-02-03,TFL-J-856674,Bus,London Bridge,Bank,2024-02-03 23:58:00,2024-02-04 00:06:00,9.4,0,Southwark,City of London,8.0
2024-08-06,TFL-J-516461,Bus,Kings Cross,Liverpool Street,2024-08-06 16:47:00,2024-08-06 17:33:00,1.75,1,Camden,City of London,46.0
2024-09-13,TFL-J-960033,Tube,Victoria,Kings Cross,2024-09-13 12:17:00,2024-09-13 12:43:00,12.04,0,Westminster,Camden,26.0
2024-02-28,TFL-J-931520,Tube,Bank,Euston,2024-02-28 08:34:00,2024-02-28 09:26:00,2.86,34,City of London,Camden,52.0
2024-04-23,TFL-J-978055,Bus,Bank,Waterloo,2024-04-23 07:17:00,2024-04-23 08:26:00,1.75,49,City of London,Lambeth,69.0
2024-04-21,TFL-J-463855,Tube,Paddington,Stratford,2024-04-21 08:37:00,2024-04-21 08:57:00,2.95,5,Westminster,Newham,20.0
2024-02-23,TFL-J-969983,Bus,Paddington,Waterloo,2024-02-23 17:24:00,2024-02-23 18:15:00,1.75,18,Westminster,Lambeth,51.0
2024-05-06,TFL-J-152043,Bus,Canary Wharf,Waterloo,2024-05-06 08:46:00,2024-05-06 09:30:00,1.75,4,Tower Hamlets,Lambeth,44.0
2024-02-27,TFL-J-281953,Overground,Paddington,Kings Cross,2024-02-27 23:15:00,2024-02-28 00:01:00,4.0,3,Westminster,Camden,46.0
2024-11-30,TFL-J-603790,Tube,Paddington,Stratford,2024-11-30 09:10:00,2024-11-30 10:00:00,5.38,18,Westminster,Newham,50.0
2024-04-24,TFL-J-722379,Tube,Liverpool Street,Paddington,2024-04-24 11:00:00,2024-04-24 11:28:00,5.26,5,City of London,Westminster,28.0
2024-05-29,TFL-J-628154,Bus,Kings Cross,Waterloo,2024-05-29 16:26:00,2024-05-29 17:08:00,1.75,3,Camden,Lambeth,42.0
2024-09-10,TFL-J-563905,Tube,Canary Wharf,Victoria,2024-09-10 08:58:00,2024-09-10 09:46:00,3.28,7,Tower Hamlets,Westminster,48.0
2024-06-10,TFL-J-808387,Overground,Euston,Kings Cross,2024-06-10 15:42:00,2024-06-10 16:19:00,2.9,6,Camden,Camden,37.0
2024-03-03,TFL-J-373402,Tube,Victoria,Canary Wharf,2024-03-03 16:00:00,2024-03-03 17:07:00,3.25,30,Westminster,Tower Hamlets,67.0
2024-06-09,TFL-J-105652,Tube,Euston,Liverpool Street,2024-06-09 21:32:00,2024-06-09 22:10:00,4.68,0,Camden,City of London,38.0
2024-06-30,TFL-J-672404,Tube,Kings Cross,Euston,2024-06-30 11:25:00,2024-06-30 11:56:00,4.81,0,Camden,Camden,31.0
2024-03-26,TFL-J-421646,Tube,Victoria,Paddington,2024-03-26 18:13:00,2024-03-26 18:38:00,3.25,9,Westminster,Westminster,25.0
2024-10-06,TFL-J-412175,Overground,Canary Wharf,Victoria,2024-10-06 08:05:00,2024-10-06 08:36:00,3.93,3,Tower Hamlets,Westminster,31.0
2024-09-05,TFL-J-740853,Bus,London Bridge,Bank,2024-09-05 17:37:00,2024-09-05 17:56:00,1.75,0,Southwark,City of London,19.0
2024-06-16,TFL-J-645283,Tube,Stratford,Kings Cross,2024-06-16 12:57:00,2024-06-16 13:27:00,3.16,3,Newham,Camden,30.0
2024-09-27,TFL-J-898033,Tube,Liverpool Street,Kings Cross,2024-09-27 17:06:00,2024-09-27 19:17:00,9.98,97,City of London,Camden,131.0
2024-07-31,TFL-J-460866,Tube,Bank,Waterloo,2024-07-31 10:10:00,2024-07-31 10:39:00,5.08,0,City of London,Lambeth,29.0
2024-12-29,TFL-J-790312,Bus,Bank,Paddington,2024-12-29 18:49:00,2024-12-29 19:37:00,1.75,17,City of London,Westminster,48.0
2024-03-03,TFL-J-311948,Tube,Waterloo,Liverpool Street,2024-03-03 11:50:00,2024-03-03 12:23:00,4.97,0,Lambeth,City of London,33.0
2024-09-03,TFL-J-224653,Overground,Liverpool Street,Bank,2024-09-03 18:00:00,2024-09-03 18:43:00,4.98,5,City of London,City of London,43.0
2024-08-14,TFL-J-293521,Tube,Bank,Waterloo,2024-08-14 08:52:00,2024-08-14 09:49:00,5.06,20,City of London,Lambeth,57.0
2024-05-25,TFL-J-289180,Bus,Kings Cross,Victoria,2024-05-25 17:01:00,2024-05-25 17:52:00,1.75,26,Camden,Westminster,51.0
2024-11-29,TFL-J-146643,Tube,Kings Cross,Paddington,2024-11-29 11:47:00,2024-11-29 12:32:00,4.17,0,Camden,Westminster,45.0
2024-05-30,TFL-J-428622,Bus,Stratford,Canary Wharf,2024-05-30 08:58:00,2024-05-30 09:45:00,1.75,3,Newham,Tower Hamlets,47.0
2024-06-12,TFL-J-995244,Tube,London Bridge,Euston,2024-06-12 20:15:00,2024-06-12 20:58:00,5.05,2,Southwark,Camden,43.0
2024-11-10,TFL-J-248488,Tube,Victoria,Bank,2024-11-10 09:01:00,2024-11-10 09:26:00,3.2,7,Westminster,City of London,25.0
2024-08-31,TFL-J-345233,Bus,Euston,Canary Wharf,2024-08-31 17:14:00,2024-08-31 17:40:00,1.75,10,Camden,Tower Hamlets,26.0
2024-05-05,TFL-J-318214,Tube,Waterloo,Bank,2024-05-05 19:52:00,2024-05-05 20:34:00,3.52,0,Lambeth,City of London,42.0
2024-11-07,TFL-J-587688,Tube,London Bridge,Bank,2024-11-07 19:41:00,2024-11-07 20:09:00,3.5,0,Southwark,City of London,28.0
2024-03-22,TFL-J-983876,Tube,Liverpool Street,Stratford,2024-03-22 17:49:00,2024-03-22 18:31:00,3.33,14,City of London,Newham,42.0
2024-04-02,TFL-J-393486,Bus,Waterloo,Bank,2024-04-02 08:01:00,2024-04-02 09:01:00,1.75,22,Lambeth,City of London,60.0
2024-03-15,TFL-J-698282,Overground,Bank,Liverpool Street,2024-03-15 14:37:00,2024-03-15 15:12:00,4.67,0,City of London,City of London,35.0
2024-02-17,TFL-J-799557,Tube,London Bridge,Victoria,2024-02-17 08:40:00,2024-02-17 09:11:00,4.61,2,Southwark,Westminster,31.0
2024-08-30,TFL-J-750022,Bus,Paddington,Victoria,2024-08-30 08:31:00,2024-08-30 09:17:00,1.75,2,Westminster,Westminster,46.0
2024-01-12,TFL-J-111296,Bus,London Bridge,Bank,2024-01-12 21:13:00,2024-01-12 21:31:00,1.75,0,Southwark,City of London,18.0
2024-05-21,TFL-J-508936,Bus,Euston,Kings Cross,2024-05-21 07:02:00,2024-05-21 07:56:00,3.7,13,Camden,Camden,54.0
2024-04-17,TFL-J-350236,Tube,Waterloo,Victoria,2024-04-17 08:13:00,2024-04-17 08:22:00,9.4,29,Lambeth,Westminster,9.0
2024-09-09,TFL-J-562594,Bus,Stratford,Liverpool Street,2024-09-09 09:20:00,2024-09-09 10:09:00,1.75,16,Newham,City of London,49.0
2024-07-14,TFL-J-210193,Bus,Euston,Stratford,2024-07-14 08:13:00,2024-07-14 08:54:00,1.75,1,Camden,Newham,41.0
2024-05-22,TFL-J-257695,Overground,Paddington,Euston,2024-05-22 07:36:00,2024-05-22 08:01:00,3.0,0,Westminster,Camden,25.0
2024-08-09,TFL-J-230245,Tube,Waterloo,Paddington,2024-08-09 08:16:00,2024-08-09 09:04:00,3.68,24,Lambeth,Westminster,48.0
2024-11-01,TFL-J-902184,Tube,Kings Cross,Victoria,2024-11-01 16:44:00,2024-11-01 17:17:00,4.49,10,Camden,Westminster,33.0
2024-04-05,TFL-J-539861,Tube,Bank,London Bridge,2024-04-05 17:36:00,2024-04-05 18:07:00,3.11,13,City of London,Southwark,31.0
2024-03-25,TFL-J-983768,Tube,Euston,Bank,2024-03-25 08:33:00,2024-03-25 08:56:00,4.98,2,Camden,City of London,23.0
2024-11-12,TFL-J-790794,Tube,Euston,Canary Wharf,2024-11-12 18:03:00,2024-11-12 18:32:00,3.32,0,Camden,Tower Hamlets,29.0
2024-04-28,TFL-J-909429,Overground,Bank,Waterloo,2024-04-28 14:57:00,2024-04-28 15:25:00,5.39,0,City of London,Lambeth,28.0
2024-12-25,TFL-J-342360,Tube,Euston,Canary Wharf,2024-12-25 16:21:00,2024-12-25 17:04:00,3.44,12,Camden,Tower Hamlets,43.0
2024-10-30,TFL-J-830743,Bus,Paddington,Victoria,2024-10-30 07:09:00,2024-10-30 07:59:00,1.75,8,Westminster,Westminster,50.0
2024-09-27,TFL-J-767226,Tube,Kings Cross,Euston,2024-09-27 09:31:00,2024-09-27 10:48:00,4.12,32,Camden,Camden,77.0
2024-08-01,TFL-J-684052,Bus,Stratford,Bank,2024-08-01 08:24:00,2024-08-01 09:17:00,1.75,8,Newham,City of London,53.0
2024-05-16,TFL-J-547994,Tube,Stratford,Kings Cross,2024-05-16 11:46:00,2024-05-16 12:20:00,4.22,2,Newham,Camden,34.0
2024-02-08,TFL-J-958671,Bus,London Bridge,Kings Cross,2024-02-08 16:20:00,2024-02-08 16:38:00,1.75,2,Southwark,Camden,18.0
2024-10-09,TFL-J-237998,Tube,Bank,Liverpool Street,2024-10-09 18:38:00,2024-10-09 19:18:00,5.29,17,City of London,City of London,40.0
2024-02-05,TFL-J-509224,Overground,Bank,Euston,2024-02-05 09:26:00,2024-02-05 10:08:00,2.92,11,City of London,Camden,42.0
2024-04-09,TFL-J-878262,Tube,Kings Cross,Paddington,2024-04-09 17:44:00,2024-04-09 18:19:00,3.68,2,Camden,Westminster,35.0
2024-03-21,TFL-J-570929,Tube,Waterloo,Victoria,2024-03-21 16:07:00,2024-03-21 16:58:00,5.07,8,Lambeth,Westminster,51.0
2024-06-25,TFL-J-158681,Tube,Liverpool Street,Kings Cross,2024-06-25 13:38:00,2024-06-25 14:20:00,4.37,2,City of London,Camden,42.0
2024-05-04,TFL-J-242810,Tube,Victoria,Canary Wharf,2024-05-04 12:04:00,2024-05-04 12:27:00,3.02,1,Westminster,Tower Hamlets,23.0
2024-08-20,TFL-J-748415,Tube,Liverpool Street,Stratford,2024-08-20 10:54:00,2024-08-20 11:18:00,2.96,3,City of London,Newham,24.0
2024-08-18,TFL-J-127047,Bus,Euston,Kings Cross,2024-08-18 07:51:00,2024-08-18 08:58:00,1.75,26,Camden,Camden,67.0
2024-04-06,TFL-J-706408,Tube,Canary Wharf,Paddington,2024-04-06 07:31:00,2024-04-06 07:49:00,3.32,0,Tower Hamlets,Westminster,18.0
2024-05-11,TFL-J-246971,Tube,Liverpool Street,Paddington,2024-05-11 09:46:00,2024-05-11 10:54:00,3.64,35,City of London,Westminster,68.0
2024-02-10,TFL-J-336944,Tube,Paddington,Bank,2024-02-10 16:38:00,2024-02-10 17:21:00,3.64,6,Westminster,City of London,43.0
2024-12-14,TFL-J-461048,Tube,Canary Wharf,Stratford,2024-12-14 18:20:00,2024-12-14 19:27:00,4.01,25,Tower Hamlets,Newham,67.0
2024-03-16,TFL-J-358386,Bus,Victoria,Canary Wharf,2024-03-16 14:37:00,2024-03-16 14:53:00,1.75,0,Westminster,Tower Hamlets,16.0
2024-10-26,TFL-J-489194,Tube,Victoria,London Bridge,2024-10-26 13:01:00,2024-10-26 13:35:00,5.32,8,Westminster,Southwark,34.0
2024-12-17,TFL-J-415612,Tube,Victoria,Kings Cross,2024-12-17 23:09:00,2024-12-17 23:37:00,2.97,3,Westminster,Camden,28.0
2024-12-13,TFL-J-259846,Tube,Paddington,Waterloo,2024-12-13 07:36:00,2024-12-13 08:17:00,3.9,4,Westminster,Lambeth,41.0
2024-07-29,TFL-J-663163,Bus,Euston,Liverpool Street,2024-07-29 08:20:00,2024-07-29 08:54:00,1.75,0,Camden,City of London,34.0
2024-03-07,TFL-J-260249,Tube,Liverpool Street,Euston,2024-03-07 15:41:00,2024-03-07 16:13:00,4.11,7,City of London,Camden,32.0
2024-07-28,TFL-J-180631,Overground,Victoria,Bank,2024-07-28 21:55:00,2024-07-28 22:30:00,5.05,5,Westminster,City of London,35.0
2024-09-06,TFL-J-375918,Tube,Euston,Canary Wharf,2024-09-06 10:10:00,2024-09-06 10:33:00,3.15,0,Camden,Tower Hamlets,23.0
2024-03-27,TFL-J-585188,Bus,Waterloo,Euston,2024-03-27 08:16:00,2024-03-27 08:38:00,1.75,3,Lambeth,Camden,22.0
2024-10-23,TFL-J-441331,Tube,Waterloo,Euston,2024-10-23 09:39:00,2024-10-23 10:15:00,4.53,18,Lambeth,Camden,36.0
2024-02-14,TFL-J-644713,Bus,Euston,Waterloo,2024-02-14 21:04:00,2024-02-14 21:37:00,1.75,0,Camden,Lambeth,33.0
2024-12-17,TFL-J-198189,Tube,Stratford,Victoria,2024-12-17 15:23:00,2024-12-17 15:43:00,3.87,1,Newham,Westminster,20.0
2024-01-18,TFL-J-827473,Tube,Waterloo,Liverpool Street,2024-01-18 07:24:00,2024-01-18 08:09:00,3.18,16,Lambeth,City of London,45.0
2024-07-17,TFL-J-138739,Tube,Euston,Bank,2024-07-17 23:51:00,2024-07-18 00:27:00,5.12,1,Camden,City of London,36.0
2024-09-20,TFL-J-272265,Tube,Liverpool Street,Euston,2024-09-20 17:34:00,2024-09-20 18:14:00,13.14,3,City of London,Camden,40.0
2024-06-27,TFL-J-982261,Bus,Euston,London Bridge,2024-06-27 19:47:00,2024-06-27 20:23:00,1.75,7,Camden,Southwark,36.0
2024-09-05,TFL-J-280011,Bus,Stratford,Victoria,2024-09-05 16:12:00,2024-09-05 16:58:00,1.75,9,Newham,Westminster,46.0
2024-06-24,TFL-J-392221,Tube,Euston,Bank,2024-06-24 08:00:00,2024-06-24 09:06:00,3.97,31,Camden,City of London,66.0
2024-09-11,TFL-J-611354,Tube,Euston,Bank,2024-09-11 17:32:00,2024-09-11 18:24:00,3.79,26,Camden,City of London,52.0
2024-02-11,TFL-J-631547,Bus,Liverpool Street,Waterloo,2024-02-11 13:08:00,2024-02-11 13:52:00,1.75,0,City of London,Lambeth,44.0
2024-01-31,TFL-J-858251,Bus,London Bridge,Kings Cross,2024-01-31 08:24:00,2024-01-31 08:48:00,1.75,4,Southwark,Camden,24.0
2024-05-31,TFL-J-979663,Bus,Kings Cross,Waterloo,2024-05-31 11:54:00,2024-05-31 12:42:00,1.75,7,Camden,Lambeth,48.0
2024-11-01,TFL-J-105659,Bus,Waterloo,Bank,2024-11-01 16:37:00,2024-11-01 17:17:00,1.75,9,Lambeth,City of London,40.0
2024-03-29,TFL-J-484371,Tube,Liverpool Street,Victoria,2024-03-29 13:06:00,2024-03-29 13:51:00,2.83,5,City of London,Westminster,45.0
2024-06-04,TFL-J-676927,Tube,London Bridge,Bank,2024-06-04 07:18:00,2024-06-04 07:58:00,3.74,18,Southwark,City of London,40.0
2024-01-20,TFL-J-355197,Tube,Paddington,Stratford,2024-01-20 08:37:00,2024-01-20 09:18:00,5.41,17,Westminster,Newham,41.0
2024-04-01,TFL-J-336890,Tube,Paddington,Euston,2024-04-01 09:26:00,2024-04-01 10:16:00,4.43,15,Westminster,Camden,50.0
2024-10-26,TFL-J-268019,Tube,Stratford,Canary Wharf,2024-10-26 13:27:00,2024-10-26 13:57:00,4.47,8,Newham,Tower Hamlets,30.0
2024-05-13,TFL-J-244446,Tube,Kings Cross,Euston,2024-05-13 07:02:00,2024-05-13 07:32:00,4.8,5,Camden,Camden,30.0
2024-04-04,TFL-J-511052,Tube,London Bridge,Liverpool Street,2024-04-04 12:35:00,2024-04-04 13:15:00,5.34,0,Southwark,City of London,40.0
2024-01-08,TFL-J-232168,Tube,Canary Wharf,Kings Cross,2024-01-08 10:25:00,2024-01-08 10:43:00,4.95,0,Tower Hamlets,Camden,18.0
2024-09-17,TFL-J-680876,Tube,Liverpool Street,Stratford,2024-09-17 17:45:00,2024-09-17 18:33:00,3.12,6,City of London,Newham,48.0
2024-08-10,TFL-J-448430,Tube,Bank,Liverpool Street,2024-08-10 08:28:00,2024-08-10 09:20:00,3.29,9,City of London,City of London,52.0
2024-10-13,TFL-J-397242,Tube,London Bridge,Victoria,2024-10-13 19:24:00,2024-10-13 19:46:00,4.98,0,Southwark,Westminster,22.0
2024-11-11,TFL-J-127231,Bus,Victoria,Bank,2024-11-11 16:45:00,2024-11-11 17:23:00,1.75,16,Westminster,City of London,38.0
2024-08-02,TFL-J-249984,Tube,London Bridge,Stratford,2024-08-02 17:18:00,2024-08-02 17:49:00,3.12,3,Southwark,Newham,31.0
2024-11-21,TFL-J-350347,Tube,Paddington,London Bridge,2024-11-21 14:56:00,2024-11-21 15:26:00,3.49,4,Westminster,Southwark,30.0
2024-06-06,TFL-J-535615,Tube,Waterloo,Stratford,2024-06-06 16:56:00,2024-06-06 17:06:00,9.4,40,Lambeth,Newham,10.0
2024-03-12,TFL-J-315186,Overground,Paddington,Victoria,2024-03-12 09:48:00,2024-03-12 10:51:00,4.83,19,Westminster,Westminster,63.0
2024-10-28,TFL-J-328701,Bus,Waterloo,Euston,2024-10-28 08:38:00,2024-10-28 09:21:00,1.75,6,Lambeth,Camden,43.0
2024-11-20,TFL-J-485757,Tube,Canary Wharf,London Bridge,2024-11-20 13:13:00,2024-11-20 13:50:00,5.42,1,Tower Hamlets,Southwark,37.0
2024-01-18,TFL-J-164898,Tube,Waterloo,Canary Wharf,2024-01-18 07:33:00,2024-01-18 08:16:00,3.72,13,Lambeth,Tower Hamlets,43.0
2024-07-27,TFL-J-294044,Tube,Bank,Euston,2024-07-27 21:06:00,2024-07-27 21:28:00,5.19,0,City of London,Camden,22.0
2024-03-05,TFL-J-704272,Tube,Stratford,Canary Wharf,2024-03-05 17:39:00,2024-03-05 18:27:00,3.88,6,Newham,Tower Hamlets,48.0
2024-04-27,TFL-J-357746,Overground,Paddington,Kings Cross,2024-04-27 12:18:00,2024-04-27 12:56:00,4.23,6,Westminster,Camden,38.0
2024-07-01,TFL-J-322778,Tube,Liverpool Street,Canary Wharf,2024-07-01 07:48:00,2024-07-01 08:44:00,4.6,13,City of London,Tower Hamlets,56.0
2024-01-14,TFL-J-319586,Tube,Liverpool Street,Paddington,2024-01-14 17:20:00,2024-01-14 18:03:00,4.91,7,City of London,Westminster,43.0
2024-01-16,TFL-J-439240,Tube,Stratford,Liverpool Street,2024-01-16 09:52:00,2024-01-16 10:32:00,4.96,23,Newham,City of London,40.0
2024-09-21,TFL-J-898584,Bus,Stratford,Waterloo,2024-09-21 08:35:00,2024-09-21 09:01:00,1.75,7,Newham,Lambeth,26.0
2024-03-22,TFL-J-517180,Tube,Victoria,Stratford,2024-03-22 16:35:00,2024-03-22 17:10:00,4.88,1,Westminster,Newham,35.0
2024-05-01,TFL-J-509329,Tube,Waterloo,Bank,2024-05-01 08:01:00,2024-05-01 08:45:00,5.37,11,Lambeth,City of London,44.0
2024-10-02,TFL-J-281301,Tube,Waterloo,London Bridge,2024-10-02 18:04:00,2024-10-02 18:34:00,5.1,11,Lambeth,Southwark,30.0
2024-06-07,TFL-J-551688,Tube,Euston,Liverpool Street,2024-06-07 07:23:00,2024-06-07 07:57:00,3.88,5,Camden,City of London,34.0
2024-12-30,TFL-J-670959,Bus,Kings Cross,Canary Wharf,2024-12-30 12:33:00,2024-12-30 13:07:00,1.75,1,Camden,Tower Hamlets,34.0
2024-09-14,TFL-J-145457,Bus,Victoria,London Bridge,2024-09-14 17:34:00,2024-09-14 18:19:00,1.75,8,Westminster,Southwark,45.0
2024-07-03,TFL-J-119697,Tube,London Bridge,Euston,2024-07-03 21:33:00,2024-07-03 21:59:00,4.46,1,Southwark,Camden,26.0
2024-12-23,TFL-J-135077,Tube,Victoria,Liverpool Street,2024-12-23 13:57:00,2024-12-23 14:32:00,5.03,1,Westminster,City of London,35.0
2024-03-12,TFL-J-253720,Bus,Canary Wharf,Paddington,2024-03-12 15:53:00,2024-03-12 16:23:00,1.75,1,Tower Hamlets,Westminster,30.0
2024-11-14,TFL-J-489476,Tube,Canary Wharf,Kings Cross,2024-11-14 12:03:00,2024-11-14 12:38:00,4.51,0,Tower Hamlets,Camden,35.0
2024-03-30,TFL-J-779403,Tube,Euston,Canary Wharf,2024-03-30 13:59:00,2024-03-30 14:26:00,5.34,2,Camden,Tower Hamlets,27.0
2024-02-27,TFL-J-869214,Tube,Liverpool Street,Paddington,2024-02-27 17:35:00,2024-02-27 17:37:00,9.4,10,City of London,Westminster,2.0
2024-04-14,TFL-J-224718,Tube,Bank,Canary Wharf,2024-04-14 16:39:00,2024-04-14 17:07:00,3.21,8,City of London,Tower Hamlets,28.0
2024-06-03,TFL-J-550038,Tube,Waterloo,Victoria,2024-06-03 07:39:00,2024-06-03 08:02:00,4.88,8,Lambeth,Westminster,23.0
2024-04-17,TFL-J-623932,Tube,Liverpool Street,Bank,2024-04-17 08:18:00,2024-04-17 08:53:00,5.49,5,City of London,City of London,35.0
2024-02-18,TFL-J-168970,Bus,London Bridge,Canary Wharf,2024-02-18 16:16:00,2024-02-18 17:23:00,1.75,43,Southwark,Tower Hamlets,67.0
2024-03-31,TFL-J-351686,Tube,Waterloo,Euston,2024-03-31 09:14:00,2024-03-31 09:43:00,2.88,6,Lambeth,Camden,29.0
2024-08-14,TFL-J-504601,Tube,Victoria,Euston,2024-08-14 17:32:00,2024-08-14 17:56:00,4.97,0,Westminster,Camden,24.0
2024-01-17,TFL-J-404357,Bus,Waterloo,Bank,2024-01-17 08:29:00,2024-01-17 09:10:00,1.75,26,Lambeth,City of London,41.0
2024-10-21,TFL-J-168218,Tube,Waterloo,Bank,2024-10-21 07:53:00,2024-10-21 08:49:00,4.63,15,Lambeth,City of London,56.0
2024-04-20,TFL-J-809188,Tube,Euston,Kings Cross,2024-04-20 09:35:00,2024-04-20 10:48:00,3.2,32,Camden,Camden,73.0
2024-06-12,TFL-J-367231,Bus,Bank,Waterloo,2024-06-12 08:53:00,2024-06-12 09:29:00,1.75,3,City of London,Lambeth,36.0
2024-04-06,TFL-J-293936,Tube,London Bridge,Bank,2024-04-06 17:52:00,2024-04-06 18:21:00,3.19,3,Southwark,City of London,29.0
2024-07-19,TFL-J-224587,Bus,London Bridge,Stratford,2024-07-19 16:06:00,2024-07-19 16:38:00,1.75,5,Southwark,Newham,32.0
2024-05-10,TFL-J-516486,Bus,Canary Wharf,Euston,2024-05-10 08:53:00,2024-05-10 09:36:00,1.75,9,Tower Hamlets,Camden,43.0
2024-05-10,TFL-J-962467,Bus,Bank,Euston,2024-05-10 09:29:00,2024-05-10 10:04:00,1.75,11,City of London,Camden,35.0
2024-03-07,TFL-J-119988,Tube,Canary Wharf,Paddington,2024-03-07 09:44:00,2024-03-07 10:23:00,4.33,1,Tower Hamlets,Westminster,39.0
2024-11-13,TFL-J-300580,Tube,Kings Cross,Canary Wharf,2024-11-13 17:05:00,2024-11-13 18:02:00,3.2,12,Camden,Tower Hamlets,57.0
2024-04-18,TFL-J-769439,Tube,Kings Cross,Stratford,2024-04-18 18:45:00,2024-04-18 19:28:00,4.54,5,Camden,Newham,43.0
2024-02-25,TFL-J-816844,Tube,Bank,Victoria,2024-02-25 23:37:00,2024-02-26 00:02:00,3.92,5,City of London,Westminster,25.0
2024-03-19,TFL-J-600192,Bus,Euston,Waterloo,2024-03-19 16:08:00,2024-03-19 16:54:00,1.75,12,Camden,Lambeth,46.0
2024-06-03,TFL-J-257704,Bus,Kings Cross,Stratford,2024-06-03 16:29:00,2024-06-03 17:23:00,4.17,14,Camden,Newham,54.0
2024-05-27,TFL-J-182220,Tube,Stratford,Paddington,2024-05-27 16:50:00,2024-05-27 17:48:00,5.25,31,Newham,Westminster,58.0
2024-09-25,TFL-J-744429,Overground,Bank,Stratford,2024-09-25 18:54:00,2024-09-25 19:23:00,4.85,12,City of London,Newham,29.0
2024-11-27,TFL-J-330376,Tube,London Bridge,Bank,2024-11-27 07:40:00,2024-11-27 08:13:00,4.66,1,Southwark,City of London,33.0
2024-06-08,TFL-J-109511,Tube,Victoria,Liverpool Street,2024-06-08 15:38:00,2024-06-08 16:11:00,4.86,2,Westminster,City of London,33.0
2024-06-23,TFL-J-783555,Tube,Kings Cross,Waterloo,2024-06-23 09:35:00,2024-06-23 10:04:00,4.64,6,Camden,Lambeth,29.0
2024-05-26,TFL-J-323870,Overground,Victoria,Kings Cross,2024-05-26 13:09:00,2024-05-26 13:47:00,3.63,3,Westminster,Camden,38.0
2024-12-28,TFL-J-364447,Overground,Canary Wharf,Paddington,2024-12-28 15:39:00,2024-12-28 15:59:00,3.28,0,Tower Hamlets,Westminster,20.0
2024-06-13,TFL-J-855994,Tube,Bank,Waterloo,2024-06-13 16:13:00,2024-06-13 16:48:00,5.35,1,City of London,Lambeth,35.0
2024-01-04,TFL-J-599223,Tube,Paddington,Stratford,2024-01-04 08:53:00,2024-01-04 09:23:00,2.84,10,Westminster,Newham,30.0
2024-09-18,TFL-J-829391,Tube,London Bridge,Stratford,2024-09-18 08:26:00,2024-09-18 09:12:00,4.58,3,Southwark,Newham,46.0
2024-03-25,TFL-J-313988,Overground,Bank,Waterloo,2024-03-25 11:27:00,2024-03-25 12:07:00,4.41,4,City of London,Lambeth,40.0
2024-08-09,TFL-J-375717,Tube,Victoria,London Bridge,2024-08-09 17:39:00,2024-08-09 18:10:00,3.42,6,Westminster,Southwark,31.0
2024-09-12,TFL-J-512570,Tube,Kings Cross,Canary Wharf,2024-09-12 09:50:00,2024-09-12 10:22:00,3.75,8,Camden,Tower Hamlets,32.0
2024-07-12,TFL-J-405140,Overground,Waterloo,Victoria,2024-07-12 08:16:00,2024-07-12 08:34:00,3.44,1,Lambeth,Westminster,18.0
2024-11-16,TFL-J-551001,Tube,Euston,Paddington,2024-11-16 08:34:00,2024-11-16 09:05:00,11.23,7,Camden,Westminster,31.0
2024-04-27,TFL-J-142152,Tube,Liverpool Street,London Bridge,2024-04-27 16:42:00,2024-04-27 18:13:00,5.02,48,City of London,Southwark,91.0
2024-06-17,TFL-J-172851,Tube,Paddington,Victoria,2024-06-17 09:53:00,2024-06-17 10:31:00,5.19,6,Westminster,Westminster,38.0
2024-08-23,TFL-J-457010,Tube,Waterloo,Kings Cross,2024-08-23 17:59:00,2024-08-23 18:25:00,4.77,4,Lambeth,Camden,26.0
2024-06-04,TFL-J-712868,Tube,Euston,Kings Cross,2024-06-04 19:29:00,2024-06-04 20:11:00,6.95,1,Camden,Camden,42.0
2024-05-29,TFL-J-848425,Tube,Bank,Stratford,2024-05-29 14:43:00,2024-05-29 15:18:00,4.34,0,City of London,Newham,35.0
2024-02-05,TFL-J-202821,Bus,Liverpool Street,Canary Wharf,2024-02-05 12:25:00,2024-02-05 13:07:00,1.75,0,City of London,Tower Hamlets,42.0
2024-03-04,TFL-J-331473,Tube,Bank,Canary Wharf,2024-03-04 17:55:00,2024-03-04 18:36:00,4.72,5,City of London,Tower Hamlets,41.0
2024-09-03,TFL-J-668987,Tube,Stratford,Victoria,2024-09-03 20:14:00,2024-09-03 20:58:00,4.32,8,Newham,Westminster,44.0
2024-09-17,TFL-J-726255,Tube,Stratford,Euston,2024-09-17 08:38:00,2024-09-17 09:03:00,3.74,7,Newham,Camden,25.0
2024-02-16,TFL-J-442780,Tube,Kings Cross,London Bridge,2024-02-16 09:10:00,2024-02-16 09:38:00,3.58,1,Camden,Southwark,28.0
